"number","short_description","description","urgency","impact","category","assignment_group","resolution"
"INC00189","Sales UI not loading for new agent","Sales Agent encountered an error when trying to onboard an additional location for merchant ID 12345. The system displayed a 'Duplicate Location' error message.",2,1,"Software","IT Support","Network engineers investigated and found a bottleneck in the network configuration. After optimizing the network settings, merchants were able to successfully retrieve the agreement PDF without timeouts."
"INC00399","Network connectivity issue preventing location addition","Sales Agent encountered an error while trying to onboard an additional location for an existing merchant ID. The system failed to save the new location details.",2,3,"Access","Network Ops","Identified a permission issue specific to the Sales Agent's account and provided the necessary access rights, allowing seamless equipment selection for merchant onboarding."
"INC00429","Merchant unable to e-sign Agreement due to session timeout","An error in the system caused incorrect fees to be applied to a merchant's account, resulting in financial discrepancies and potential loss of trust.",1,1,"Access","Network Ops","A bug in the equipment selection module was identified and fixed by the development team. Sales Agent was instructed to reselect the equipment and verify successful saving."
"INC00412","Inaccurate service fee display on summary page","Sales Agent reported inability to load Sales UI when onboarding a new merchant, impacting multiple ongoing merchant registrations.",3,3,"Software","Network Ops","Development team identified a bug in the service configuration module that was blocking the setup. A code fix was deployed, allowing Sales Agent to configure services for the additional location."
"INC00481","Hardware malfunction affecting equipment selection for merchants","Sales Agent encounters an issue where equipment selection dropdown menu is unresponsive for a specific merchant profile.",2,3,"Software","IT Support","Adjusted Sales Agent's access rights to correctly configure service fees for merchants. Resumed the onboarding process for the affected merchant."
"INC00152","Merchant Agreement PDF displaying garbled text","An error occurs when a Sales Agent tries to save merchant data in the Sales UI, leading to incomplete information and hindered onboarding process.",3,2,"Hardware","IT Support","The faulty hardware component causing the malfunction was identified and replaced, restoring the ability for sales agents to select equipment for merchants without any issues."
"INC00439","Merchant data displaying incorrectly","An error occurs when a Sales Agent tries to save merchant data in the Sales UI, leading to incomplete information and hindered onboarding process.",2,3,"Network","IT Support","The faulty hardware component causing the malfunction was identified and replaced, restoring the ability for sales agents to select equipment for merchants without any issues."
"INC00315","Merchant UI displaying blank screen post-login","Despite Sales Agents configuring specific fees and services for a merchant in the Sales UI, these selections are not reflecting accurately in the final Merchant Agreement generated, causing discrepancies.",2,2,"Software","IT Support","Solved the problem by granting the necessary access permissions to the Sales Agent's account for seamless retrieval of the Merchant Agreement PDF."
"INC00060","Error saving merchant data in Sales UI","A software bug in the fee calculation module is causing incorrect fees to be applied to merchant accounts by Sales Agents. Several merchants have been overcharged.",2,2,"Software","Network Ops","The faulty hardware component causing the malfunction was identified and replaced, restoring the ability for sales agents to select equipment for merchants without any issues."
"INC00336","Network timeout during equipment selection process","Sales Agent encountered a hardware compatibility issue while configuring fees for a merchant, leading to incorrect fee settings.",2,2,"Network","IT Support","Discovered a backend API communication issue preventing data transfer. Resolved the API connection problem, allowing merchant data to flow seamlessly to the Processing stage for further processing."
"INC00311","Merchant unable to e-sign agreement","Merchants encountered an access permission error while trying to upload and e-sign the Merchant Agreement PDF, preventing them from progressing to the processing stage and delaying onboarding completion.",3,3,"Access","IT Support","The network team identified a routing issue causing the intermittent connections and resolved it by optimizing the network configuration to ensure stable and uninterrupted service."
"INC00368","Incorrect fees calculation for bundled services","Sales Agent raised a concern that the merchant data being displayed in the Sales UI is showing incorrect information not matching the actual details provided.",3,3,"Access","IT Support","The issue was resolved by updating the service fee calculation logic to correctly reflect and display the configured fees on the summary page, ensuring transparency and accuracy in the fee breakdown presented to merchants."
"INC00262","Critical Service Fee Configuration Failure","Merchant unable to locate the e-signature field within the Merchant Agreement PDF for completing the onboarding process.",1,2,"Access","IT Support","Analyzed the e-signature module and identified a validation issue causing the error. Applied a fix to the system, allowing merchants to successfully e-sign the Agreement without encountering the 'Invalid Signature' message."
"INC00120","Merchant Agreement e-signature field missing","Sales Agent reported inability to retrieve merchant information through the REST API, impacting onboarding process.",1,3,"Software","Network Ops","The issue was resolved by identifying a bug in the API code that was causing the error. A patch was applied to fix the issue, restoring functionality for merchant creation."
"INC00318","Merchant Agreement e-signature field missing","A critical failure in configuring service fees by a Sales Agent has caused all merchant accounts to reflect incorrect service charges. Financial discrepancies detected.",1,3,"Software","IT Support","Identified a bug in the fee calculation algorithm. Patched the software, recalculated fees, and conducted thorough testing to ensure accurate calculations going forward."
"INC00277","Sales UI not loading merchant data","Sales Agent encountered an error when trying to add a new POS system for a high-volume merchant, leading to delays in onboarding process.",2,2,"Access","IT Support","Identified a database inconsistency causing the false error message. Resolved the issue by correcting the location mapping in the database, allowing the Sales Agent to proceed with adding the new location."
"INC00317","PDF not loading for Merchant Agreement review","Merchants encountering access permissions error when trying to view the Merchant Agreement PDF for e-signing, causing delays in agreement completion.",2,2,"Software","Network Ops","Investigated and corrected a database synchronization error, ensuring all merchant data is now saving accurately in the system."
"INC00270","Intermittent data loss in merchant review stage","Merchant data entered by Sales Agents in the Sales UI is not transferring to the Processing stage even after completion, halting the onboarding process for affected merchants.",2,2,"Network","IT Support","Reset the Sales Agent's access credentials for the onboarding portal associated with the affected merchant ID, allowing them to regain access and continue with the onboarding process without further interruptions."
"INC00398","Network connectivity issue preventing location addition","Intermittent latency spikes were observed, causing delays in API responses during merchant data input by Sales Agents. This variability in response times impacted the overall speed of onboarding operations.",1,3,"Software","IT Support","Replaced the malfunctioning hardware component on the Sales Agent's device, ensuring seamless continuation of the merchant data input process."
"INC00023","Sales UI not loading merchant data","Sales Agent encountered an error while configuring POS terminals for a merchant, leading to incorrect settings. Merchant transactions are impacted.",2,1,"Software","IT Support","Investigated and optimized network routing for the equipment selection module, resolving the timeouts and improving system responsiveness."
"INC00458","Fee configuration not reflecting for additional location","Merchants are experiencing network timeouts when trying to retrieve and e-sign the Merchant Agreement PDF. This is causing delays in the onboarding process as merchants are unable to proceed.",3,2,"Hardware","IT Support","Identified a font rendering issue in the PDF viewer plugin. Updated the plugin to the latest version, resolving the text display problem."
"INC00188","Fees Calculation Mismatch for Specific Equipment Bundle","Merchant experiencing issues with loading the Merchant Agreement PDF for review and e-signing.",3,2,"Access","IT Support","Investigated and resolved the issue by fixing a backend database synchronization error that was preventing configuration saves."
"INC00172","Merchant Agreement e-signature field missing","Multiple Sales Agents experienced intermittent network connection problems while configuring services for merchants, leading to incomplete configurations and frustration.",2,2,"Software","Network Ops","Performed a system restart to refresh the UI components, restoring responsiveness for the merchant to successfully e-sign the agreement."
"INC00376","API endpoint returning 500 error for merchant creation","Sales Agent encountered an error when trying to add a new POS system for a high-volume merchant, leading to delays in onboarding process.",1,3,"Software","IT Support","Fixed the problem by updating the equipment selection module in the Sales UI to allow proper selection functionality."
"INC00282","Login credentials not working for merchant","Sales Agent encountered an issue where a specific POS terminal model, 'ABC-2000', could not be selected while configuring equipment for a merchant.",2,1,"Software","Network Ops","Implemented additional data backup mechanisms in the review stage to prevent further data loss incidents, ensuring a smoother onboarding experience for merchants."
"INC00280","Sales Agent unable to access fee configuration module","Merchant unable to locate the e-signature field within the Merchant Agreement PDF for completing the onboarding process.",3,2,"Hardware","Network Ops","A backend synchronization issue was identified and resolved by initiating a manual sync process. Sales Agent confirmed that the fees and services configurations were now accurately displayed."
"INC00105","Payment terminal integration failure during merchant setup","An issue arose where certain hardware configurations selected by Sales Agents were not compatible with the fee calculation module, resulting in incorrect fee estimations and potential financial discrepancies.",2,3,"Access","Network Ops","Reviewed and adjusted file permission settings for the Merchant Agreement PDF, granting appropriate access to merchants for e-signing. Ensured merchants could view and sign the agreement without further issues."
"INC00278","Network timeout during merchant equipment selection","During the onboarding process for an additional location, the Sales Agent received an error message stating 'Location already exists' even though it's a new location being added. This issue caused confusion and delays in completing the merchant setup.",1,2,"Software","IT Support","Access permissions for the Sales Agent role were reviewed and corrected to ensure proper access to the fee configuration page, enabling seamless configuration of fees for merchant accounts."
"INC00325","Intermittent data loss in merchant review stage","Sales Agent encountered an error when trying to associate a new store location with an existing merchant ID, preventing the onboarding process.",3,1,"Software","Network Ops","Investigated and found a bug in the e-signature module. Applied a patch to fix the issue, allowing the merchant to successfully e-sign the agreement."
"INC00307","PDF agreement not loading for Merchant","The dropdown menu for selecting equipment is not populating in the Sales UI, preventing Sales Agents from choosing the necessary devices for merchants.",1,2,"Software","Network Ops","Solved the problem by granting the necessary access permissions to the Sales Agent's account for seamless retrieval of the Merchant Agreement PDF."
"INC00304","PDF not loading for Merchant Agreement review","Sales Agent observes that the system is inaccurately calculating processing fees for a specific merchant account, leading to discrepancies in the final agreement.",2,3,"Software","IT Support","The configuration settings for fees and services were manually verified in the backend system. A script was run to reapply the correct configurations for the new location, ensuring alignment with the merchant agreement."
"INC00288","Fee configuration tool malfunction in Sales UI","The Merchant reported that the PDF document for reviewing the agreement is not loading in the Customer UI, preventing them from proceeding with the onboarding process.",2,1,"Software","IT Support","The issue was resolved by updating the system database to include the 'ABC-2000' POS terminal model as an available option for selection."
"INC00237","Unable to add new location for merchant ID 12345","Sales Agent encountered an error while trying to onboard an additional location for an existing merchant ID. The system failed to save the new location details.",3,3,"Software","Network Ops","Resolved the issue by clearing the browser cache and restarting the Sales UI server. Sales Agent can now onboard merchants without any further interruptions."
"INC00426","Intermittent network connectivity affecting agreement review","Sales Agent noticed that any changes made to fees/services configurations for a merchant are not saving properly in the system.",1,1,"Software","Network Ops","Identified a database inconsistency causing the false error message. Resolved the issue by correcting the location mapping in the database, allowing the Sales Agent to proceed with adding the new location."
"INC00355","Merchant data not transitioning to PROCESSING stage after e-signing","Sales Agent reports that configured fees and services for a new merchant are not saving upon submission, leading to incorrect pricing in the agreement.",2,3,"Access","Network Ops","Investigated and fixed a backend validation issue, enabling the Merchant to successfully submit the e-signed agreement."
"INC00290","Intermittent network connectivity affecting agreement review","Sales Agent encountered an error when trying to onboard an additional location for merchant ID 12345. The system displayed a 'Duplicate Location' error message.",3,3,"Software","Network Ops","Adjusted Sales Agent's access rights to correctly configure service fees for merchants. Resumed the onboarding process for the affected merchant."
"INC00417","Sales UI not loading for Sales Agent","The Sales UI is not loading properly for a new Sales Agent attempting to onboard a merchant, causing delays in merchant data input.",2,2,"Hardware","Network Ops","Database records were checked and it was found that the location already existed under a different ID. Sales Agent was advised to update the existing location instead."
"INC00464","Merchant UI not responsive for e-signature","After a merchant e-signs the agreement, their data is not transitioning to the PROCESSING stage as expected. This is causing delays in the onboarding process and preventing further actions.",3,2,"Hardware","Network Ops","Investigated server-side PDF rendering issue and implemented a fix to ensure proper loading for all users."
"INC00309","Merchant unable to e-sign agreement","A Sales Agent reported being unable to access the merchant equipment selection options within the Sales UI, hindering the configuration of new merchant accounts.",1,2,"Software","IT Support","Backend developers investigated the issue and resolved the database conflict causing the duplication error. Sales Agent successfully continued with setting up the new location."
"INC00377","Merchant UI not responsive for e-signature","While configuring equipment for a new merchant, Sales Agent experienced network timeouts leading to delays in selecting the required hardware, affecting the efficiency of onboarding processes.",1,3,"Network","IT Support","The network timeout issue was addressed by optimizing network settings and increasing timeout thresholds, allowing Sales Agents to successfully complete the equipment selection process without further interruptions."
"INC00044","Fees/services configuration not reflecting for new location","Some merchants receive authentication errors when attempting to log in to the Customer UI to review and e-sign the Merchant Agreement, preventing access to the document.",2,2,"Software","IT Support","Access permissions for the Sales Agent role were reviewed and corrected to ensure proper access to the fee configuration page, enabling seamless configuration of fees for merchant accounts."
"INC00087","Merchant UI displaying blank screen post-login","A Merchant is unable to e-sign the agreement as they are encountering a login error when trying to access the Customer UI, leading to a delay in the onboarding process.",2,3,"Software","Network Ops","Developers identified a bug in the linking functionality and released a hotfix. Sales Agent successfully added the new location to the existing merchant ID."
"INC00028","Error in Equipment Configuration","Merchant facing difficulties in submitting the e-signed Merchant Agreement through the UI, hindering the onboarding process.",2,2,"Access","IT Support","Identified a configuration error in the API authentication settings, which was corrected to restore data retrieval functionality."
"INC00200","Intermittent data loss in merchant review stage","The Merchant reported that the PDF document for reviewing the agreement is not loading in the Customer UI, preventing them from proceeding with the onboarding process.",1,1,"Network","IT Support","Investigated and resolved the issue by fixing a backend database synchronization error that was preventing configuration saves."
"INC00483","Unable to add new location for existing merchant ID","Merchant data entered by Sales Agents in the Sales UI is not transferring to the Processing stage even after completion, halting the onboarding process for affected merchants.",1,2,"Access","IT Support","The access permission error was rectified by adjusting the file upload permissions for merchants, allowing them to successfully upload and e-sign the Merchant Agreement PDF. Merchants could then proceed to the processing stage as intended."
"INC00057","Unable to select equipment for merchant","Sales Agent encountered an issue where merchant data input was not saving correctly in the Sales UI, leading to incomplete merchant profiles and delays in onboarding.",3,2,"Software","Network Ops","Network Ops team investigated and found a faulty network switch. Replaced the switch, stabilized the connection, and recovered lost data."
"INC00186","Access denied error when trying to submit merchant data","After selecting equipment for a new location under an existing merchant ID, the Sales Agent noticed that the equipment choices were not saved. This caused delays in the onboarding process for the additional location.",2,1,"Software","IT Support","Resolved the issue by providing the Merchant with instructions to disable the touchscreen functionality temporarily and use an external mouse for e-signing the agreement successfully."
"INC00002","PDF not loading for Merchant Agreement review","During the data upload process for a new merchant, the API endpoint consistently returns a 500 error, preventing sales agents from successfully onboarding the merchant.",1,2,"Software","IT Support","Conducted network diagnostics, discovered a bottleneck in the network infrastructure. Implemented QoS settings to prioritize data submission traffic and alleviate timeouts."
"INC00437","PDF not loading for Merchant Agreement review","Sales Agent encountered a system glitch where high-volume merchant's selected equipment did not get saved, causing delays in processing; Merchant affected.",2,2,"Network","IT Support","Reset authentication tokens for affected merchants. Conducted a thorough review of the authentication system to ensure proper functionality and prevent future login issues."
"INC00402","Sales Agent unable to access fee configuration module","A Sales Agent reported being unable to access the merchant equipment selection options within the Sales UI, hindering the configuration of new merchant accounts.",1,2,"Software","IT Support","Reset the merchant's login credentials and provided temporary access to review and e-sign the agreement. Investigated the root cause for further prevention."
"INC00442","Error message 'Location already exists' when adding new location","Merchants encountering access permissions error when trying to view the Merchant Agreement PDF for e-signing, causing delays in agreement completion.",3,1,"Software","IT Support","Reviewed and adjusted the permission settings for the Merchant UI, allowing the merchant to successfully e-sign the agreement and proceed with onboarding."
"INC00327","Fees Calculation Mismatch for Specific Equipment Bundle","Sales Agent encountered a system glitch where high-volume merchant's selected equipment did not get saved, causing delays in processing; Merchant affected.",1,2,"Software","IT Support","The network timeout issue was addressed by optimizing network settings and increasing timeout thresholds, allowing Sales Agents to successfully complete the equipment selection process without further interruptions."
"INC00472","Fee Calculation Bug","Sales Agent reported inability to load Sales UI when onboarding a new merchant, impacting multiple ongoing merchant registrations.",2,2,"Access","IT Support","Identified a bug in the fee calculation algorithm. Patched the software, recalculated fees, and conducted thorough testing to ensure accurate calculations going forward."
"INC00053","Critical Service Fee Configuration Failure","A merchant is unable to log in to the Customer UI to review and e-sign the Merchant Agreement due to login credentials not being accepted.",2,1,"Network","Network Ops","Discovered a backend API communication issue preventing data transfer. Resolved the API connection problem, allowing merchant data to flow seamlessly to the Processing stage for further processing."
"INC00037","Merchant ID not recognized for additional location","Sales Agent faced network connectivity issues while trying to add a new location for an existing merchant ID. The system repeatedly timed out during the location addition process, causing frustration and delays.",2,1,"Software","Network Ops","The issue was resolved by updating the system database to include the 'ABC-2000' POS terminal model as an available option for selection."
"INC00413","Inaccurate service fee display on summary page","Merchant data entered by Sales Agents in the Sales UI is not transferring to the Processing stage even after completion, halting the onboarding process for affected merchants.",1,2,"Hardware","IT Support","Reset the merchant's login credentials and provided temporary access to review and e-sign the agreement. Investigated the root cause for further prevention."
"INC00097","Merchant data not displaying in Sales UI","Merchants report that the content of the Merchant Agreement PDF appears distorted and unreadable when accessed for review and e-signature.",2,1,"Software","IT Support","Resolved by restarting the server hosting the Sales UI, ensuring all Sales Agents could resume onboarding without further issues."
"INC00392","Duplicate merchant ID error when adding location","Sales Agent's device experienced a hardware failure during merchant onboarding, hindering the input of critical merchant information.",2,2,"Software","IT Support","The network team identified a routing issue causing the intermittent connections and resolved it by optimizing the network configuration to ensure stable and uninterrupted service."
"INC00004","Merchant unable to submit e-signed agreement","Sales Agent using a legacy browser experienced a freeze while configuring equipment, leading to incomplete data entry; Sales Agent affected.",2,1,"Software","Network Ops","Reset the merchant's login credentials and provided temporary access to review and e-sign the agreement. Investigated the root cause for further prevention."
"INC00306","Unable to select specific POS terminal model","A Sales Agent's access to configure service fees for a merchant is restricted erroneously, preventing them from finalizing the onboarding process. Merchant onboarding delayed.",2,2,"Software","Network Ops","Investigated and optimized network routing for the equipment selection module, resolving the timeouts and improving system responsiveness."
"INC00314","Unable to add new equipment for merchant","Sales Agent using a legacy browser experienced a freeze while configuring equipment, leading to incomplete data entry; Sales Agent affected.",1,2,"Access","IT Support","The issue was identified as a data synchronization error and was resolved by refreshing the equipment database to populate the missing dropdown options for selection."
"INC00433","Equipment Configuration Freeze on Legacy Browser","Intermittent occurrences of 500 internal server errors reported when making API calls for merchant onboarding, disrupting the data submission flow.",2,2,"Software","IT Support","The database was checked for any existing duplicate merchant IDs. The system was updated to include a validation check to prevent the reoccurrence of duplicate IDs during onboarding."
"INC00434","Error message 'Invalid Signature' when attempting to e-sign Agreement","Intermittent latency spikes were observed, causing delays in API responses during merchant data input by Sales Agents. This variability in response times impacted the overall speed of onboarding operations.",1,3,"Hardware","IT Support","Identified a configuration error in the API authentication settings, which was corrected to restore data retrieval functionality."
"INC00410","Equipment selection dropdown not populating","An issue arose where certain hardware configurations selected by Sales Agents were not compatible with the fee calculation module, resulting in incorrect fee estimations and potential financial discrepancies.",2,2,"Software","IT Support","Conducted network diagnostics, discovered a bottleneck in the network infrastructure. Implemented QoS settings to prioritize data submission traffic and alleviate timeouts."
"INC00130","Payment terminal integration failure during merchant setup","Intermittent network connectivity issues are disrupting the Merchant's ability to smoothly review the agreement on the Customer UI, causing delays and frustration.",2,2,"Software","IT Support","Conducted network diagnostics, discovered a bottleneck in the network infrastructure. Implemented QoS settings to prioritize data submission traffic and alleviate timeouts."
"INC00107","Sales Agent unable to access fee configuration page","Sales Agents noticed that the service fees configured for a merchant were not displaying accurately on the summary page, potentially causing confusion during the final review with the merchant.",1,3,"Software","IT Support","The database was checked for any existing duplicate merchant IDs. The system was updated to include a validation check to prevent the reoccurrence of duplicate IDs during onboarding."
"INC00078","Network connectivity issue preventing location addition","Sales Agent notices that the merchant data inputted is not displaying correctly in the Sales UI, hindering the completion of the onboarding process.",1,2,"Network","IT Support","Backend developers investigated the issue and resolved the database conflict causing the duplication error. Sales Agent successfully continued with setting up the new location."
"INC00301","Fee configuration not saving for new merchant","Sales Agent reports that configured fees and services for a new merchant are not saving upon submission, leading to incorrect pricing in the agreement.",1,2,"Software","IT Support","Network Ops team investigated and found a faulty network switch. Replaced the switch, stabilized the connection, and recovered lost data."
"INC00185","Hardware compatibility issue with fee calculation module","Sales Agents reported missing equipment options in the selection dropdown menu, limiting their ability to choose the appropriate devices for merchants.",2,1,"Software","IT Support","Guided the Merchant to the correct location of the e-signature field within the PDF, resolving the issue."
"INC00146","Sales Agent unable to access onboarding portal for merchant ID","Sales Agent received an 'Access Denied' error message when attempting to submit merchant data for a new location. This prevented the completion of the onboarding process and submission of vital information.",3,2,"Network","Network Ops","Identified and rectified a backend API communication error, restoring the proper display of the UI post-login."
"INC00257","Fees Calculation Mismatch for Specific Equipment Bundle","Merchant data entered by Sales Agents in the Sales UI is not transferring to the Processing stage even after completion, halting the onboarding process for affected merchants.",2,2,"Access","IT Support","Identified a permission issue specific to the Sales Agent's account and provided the necessary access rights, allowing seamless equipment selection for merchant onboarding."
"INC00285","Network timeout when retrieving merchant agreement PDF","Sales Agent encountered an error when trying to onboard an additional location for merchant ID 12345. The system displayed a 'Duplicate Location' error message.",2,3,"Software","Network Ops","Identified the network issue as a temporary outage due to a hardware failure. Network Ops team swiftly resolved the hardware problem, restored connectivity, and ensured the successful submission of location data for the merchant ID."
"INC00258","Authentication error when logging in to review Agreement","Sales Agent encounters an issue where equipment selection dropdown menu is unresponsive for a specific merchant profile.",2,1,"Software","IT Support","Identified a configuration error in the API authentication settings, which was corrected to restore data retrieval functionality."
"INC00460","Unable to retrieve merchant data via API","Sales Agent received a duplicate merchant ID error message when attempting to add a new location for an existing merchant ID. This prevented the agent from successfully completing the onboarding process.",1,3,"Network","Network Ops","Investigated and resolved the issue by fixing a backend database synchronization error that was preventing configuration saves."
"INC00064","Inability to scan documents due to scanner malfunction","Sales Agent encountered an error while configuring POS terminals for a merchant, leading to incorrect settings. Merchant transactions are impacted.",1,2,"Software","Network Ops","Investigated and fixed a backend validation issue, enabling the Merchant to successfully submit the e-signed agreement."
"INC00405","Fee configuration not reflecting for additional location","During the onboarding process, a Sales Agent faced a hardware issue with a payment terminal not integrating properly with the system, causing delays in setting up payment processing for the merchant.",1,2,"Network","IT Support","Backend developers investigated the issue and resolved the database conflict causing the duplication error. Sales Agent successfully continued with setting up the new location."
"INC00303","Equipment selection dropdown not populating","Sales Agent raised a concern that the merchant data being displayed in the Sales UI is showing incorrect information not matching the actual details provided.",1,2,"Network","IT Support","Investigated the issue and found a misconfiguration in the equipment database linkage. Corrected the configuration, and now Sales Agents can see and select equipment options as intended."
"INC00350","Fees/services configuration not reflecting for new location","Sales Agent encountered an error while trying to access the Merchant Agreement PDF for a new merchant, hindering the onboarding process.",1,3,"Software","IT Support","Identified the network issue as a temporary outage due to a hardware failure. Network Ops team swiftly resolved the hardware problem, restored connectivity, and ensured the successful submission of location data for the merchant ID."
"INC00205","Merchant data not transitioning to PROCESSING stage after e-signing","Despite Sales Agents configuring specific fees and services for a merchant in the Sales UI, these selections are not reflecting accurately in the final Merchant Agreement generated, causing discrepancies.",2,2,"Access","IT Support","Adjusted Sales Agent's access rights to correctly configure service fees for merchants. Resumed the onboarding process for the affected merchant."
"INC00206","Equipment selection not saving for new merchant location","Sales Agent encountered a system error indicating a duplicate Merchant ID while setting up a new location, leading to confusion and inability to proceed with onboarding.",3,3,"Hardware","Network Ops","Reconfigured POS terminals with the correct settings based on merchant requirements, ensuring transactions are processed accurately."
"INC00319","Fees/services configuration not reflecting in final agreement","Intermittent occurrences of 500 internal server errors reported when making API calls for merchant onboarding, disrupting the data submission flow.",1,2,"Software","IT Support","Implemented a software patch to fix the calculation algorithm, ensuring accurate fee configurations for all new and existing merchant accounts in the system."
"INC00441","Equipment Compatibility Issue","Upon successful login, the Merchant encounters a blank screen instead of the expected Merchant Agreement review interface.",2,3,"Access","IT Support","Performed a system restart to refresh the UI components, restoring responsiveness for the merchant to successfully e-sign the agreement."
"INC00125","Equipment Selection Error for High-Volume Merchant","Sales Agent raised a concern that the merchant data being displayed in the Sales UI is showing incorrect information not matching the actual details provided.",2,1,"Software","Network Ops","Reviewed and adjusted file permission settings for the Merchant Agreement PDF, granting appropriate access to merchants for e-signing. Ensured merchants could view and sign the agreement without further issues."
"INC00298","Sales UI not loading for Sales Agent","The Merchant reported a touchscreen malfunction on their device, making it impossible for them to e-sign the agreement in the Customer UI, hindering the onboarding progress.",2,2,"Software","Network Ops","Provided Sales Agent with a list of supported hardware for the fee configuration tool and assisted in setting up a compatible device, resolving the issue."
"INC00248","Merchant data not transferring to Processing stage","Sales Agent experienced frequent network timeouts when selecting equipment for a merchant, causing delays in the onboarding process.",2,2,"Access","IT Support","The issue was identified as a data synchronization error and was resolved by refreshing the equipment database to populate the missing dropdown options for selection."
"INC00162","Access permission error for Merchant Agreement PDF upload","An error in the system caused incorrect fees to be applied to a merchant's account, resulting in financial discrepancies and potential loss of trust.",1,2,"Software","Network Ops","The network team identified a routing issue causing the intermittent connections and resolved it by optimizing the network configuration to ensure stable and uninterrupted service."
"INC00140","Intermittent network connectivity affecting agreement review","An issue arose where certain hardware configurations selected by Sales Agents were not compatible with the fee calculation module, resulting in incorrect fee estimations and potential financial discrepancies.",1,2,"Network","IT Support","Identified a database inconsistency causing the false error message. Resolved the issue by correcting the location mapping in the database, allowing the Sales Agent to proceed with adding the new location."
"INC00069","Intermittent Connectivity Issue During Equipment Selection","Sales Agent received a duplicate merchant ID error message when attempting to add a new location for an existing merchant ID. This prevented the agent from successfully completing the onboarding process.",2,3,"Access","IT Support","The access permission error was rectified by adjusting the file upload permissions for merchants, allowing them to successfully upload and e-sign the Merchant Agreement PDF. Merchants could then proceed to the processing stage as intended."
"INC00192","Inability to scan documents due to scanner malfunction","An issue was detected where the fee configuration tool within the Sales UI was malfunctioning, leading to incorrect fee structures being applied to merchant accounts, impacting financial agreements.",1,3,"Network","IT Support","Network logs were analyzed, and a bottleneck in the network infrastructure was identified. Network Ops team optimized the network configuration, resolving the connectivity issue for the Sales Agent."
"INC00030","PDF agreement not loading for Merchant","Merchants facing frequent network timeout errors while submitting data, leading to delays in onboarding process.",2,2,"Software","IT Support","The network timeout issue was addressed by optimizing network settings and increasing timeout thresholds, allowing Sales Agents to successfully complete the equipment selection process without further interruptions."
"INC00284","Fees/services configuration not saving","A Sales Agent is unable to access the fee configuration page in the Merchant Onboarding Application, hindering the ability to set up customized fees for a new merchant account.",2,1,"Network","IT Support","Identified and rectified the network connectivity issue by troubleshooting the router configuration, ensuring stable and uninterrupted access for the Merchant to review and e-sign the agreement."
"INC00215","Intermittent data loss in merchant review stage","Sales Agent notices that the merchant data inputted is not displaying correctly in the Sales UI, hindering the completion of the onboarding process.",2,1,"Network","IT Support","Replaced the malfunctioning hardware component on the Sales Agent's device, ensuring seamless continuation of the merchant data input process."
"INC00256","Network timeout errors during merchant data submission","When trying to select equipment for a newly added location, the dropdown menu is not populating with the available options, hindering the configuration process.",1,2,"Software","Network Ops","Database team investigated and found a synchronization issue between the fee configuration module and the additional location setup. Data was manually synced, and fees are now accurately displayed."
"INC00459","Unable to link new location to existing merchant ID","Merchants intermittently experienced data loss while reviewing the merchant agreement, leading to frustration and delays in the onboarding process.",3,2,"Software","Network Ops","Network engineers investigated and found a bottleneck in the network configuration. After optimizing the network settings, merchants were able to successfully retrieve the agreement PDF without timeouts."
"INC00244","Fee configuration not saving for new merchant","The Sales Agent faced difficulties in scanning and uploading essential documents for the merchant onboarding process due to a scanner malfunction. This issue significantly impacted the efficiency of document submission and verification.",2,2,"Software","IT Support","Analyzed the e-signature module and identified a validation issue causing the error. Applied a fix to the system, allowing merchants to successfully e-sign the Agreement without encountering the 'Invalid Signature' message."
"INC00347","Equipment Compatibility Issue","Sales Agent noticed that any changes made to fees/services configurations for a merchant are not saving properly in the system.",1,2,"Network","Network Ops","The configuration settings for fees and services were manually verified in the backend system. A script was run to reapply the correct configurations for the new location, ensuring alignment with the merchant agreement."
"INC00169","Equipment selection not saved for new location","Sales Agents reported missing equipment options in the selection dropdown menu, limiting their ability to choose the appropriate devices for merchants.",2,2,"Software","Network Ops","The access issue was traced back to a permission setting error and was resolved by adjusting the agent's role permissions to grant access to the required module."
"INC00341","Sales UI not loading for new agent","Sales Agent reported inability to retrieve merchant details through the REST API, affecting onboarding process.",2,1,"Network","IT Support","Rectified the issue by performing a data refresh to fetch and display the accurate merchant information in the Sales UI."
"INC00489","Fees/services configuration not reflecting in final agreement","Sales Agent encountered an error when trying to add a new POS system for a high-volume merchant, leading to delays in onboarding process.",1,2,"Network","IT Support","Provided Sales Agent with a list of supported hardware for the fee configuration tool and assisted in setting up a compatible device, resolving the issue."
"INC00054","Merchant unable to e-sign Agreement due to session timeout","While trying to onboard an additional location for an existing merchant ID, the Sales Agent encountered a hardware issue with the POS terminal, preventing the configuration process. This affected the Sales Agent's ability to complete the onboarding for the merchant.",1,1,"Software","IT Support","Investigated and resolved the issue by fixing a backend database synchronization error that was preventing configuration saves."
"INC00063","Hardware malfunction affecting equipment selection for merchants","Merchants are unable to view the PDF Merchant Agreement after logging in to the Customer UI.",2,2,"Software","Network Ops","Identified a permission misconfiguration restricting the submission button and granted the necessary access rights to enable Sales Agents to proceed with e-signature submission."
